ID,SiteName,Number,SiteSortNumber,HistoricalNotes,BibReferences,LocationNotes,Remarks,Description,Condition,Shafts,ResearchActivity,ResearcherComments,IsPublic,Active,harvardID,SiteTypeID,SiteType,ProblemsQuestions
29,Western Cemetery,D 106,D        106                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 100-102, fig. 42, pl. 7 [b], plans 1 & 2 after pl. 20.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G31. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 114, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, pp. 84-85, pl. 14.
,,",NULL,"Mastaba is in field north of G 4000, against south end of D 105 and just north of G 4000.  Steindorf identifies 5 shafts, 1 serdab and a chapel, with shaft 5 outside mastaba against southern wall.  Steindorff's D 106, 3 = Junker's S 162.  Steindorff's D 106,1 = Junker's S 163.  Steindorff's D 106, 2 = Junker's Serdab.  Steindorff's D 106,5 = Junker's S 164.  Junker also seems to have an intrusive S 160 outside the southern wall, next to west side of S 164, and an intrusive S 166 in the southwest corner of the mastaba.  Neither are noted by Steindorff.,,",NULL,NULL,"D 106,1; D 106,2; D 106,3; D 106,4; D 106,5; D106,Serdab; D 106,Chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
30,Western Cemetery,D 107,D        107                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, p. 101, fig. 42, plans 1& 2 after pl. 20.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G32-G33. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 85, pl. 14.
,,",NULL,"Double mastaba is in field north of G 4000, against west wall of D 108, north of D 105 and east of D 104.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.  Steindorff & Hölscher show three shafts, 1 serdab and a chapel in the western half and two shafts, 1 serdab and a chapel in the eastern half of this double mastaba.  Junker draws and labels only two shafts and one serdab.  Steindorff's D 107,3 = Junker's S 39 in western half.  Steindorff's D 107,2 = Junker's S 40 in western half.  Steindorff's D 107,1 = Junker's S 41 (or possibly serdab) in western half.,,",NULL,NULL,"D 107,1; D 107,2; D 107,3; D 107,4; D 107,5; D 107,Serdab; D 107,Serdab; D 107,Chapel,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
31,Western Cemetery,D 108,D        108                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, p. 101, fig. 42, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 86, pl. 14.
,,",NULL,"Mastaba is in field north of G 4000, west of D 110 and north of D 106.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.  Steinforff draws three shafts and no serdab, while Junker draws one shaft and and a serdab.  Steindorff's D 108,2 = Junker's S 35.  Steindorff's D 108,3 = Junker's Serdab.,,",NULL,NULL,"D 108,1; D 108,2; D 108,3,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
32,Western Cemetery,D 109,D        109                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, p. 101, fig. 42, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 86, pl. 14.
,,",NULL,"Mastaba is in field north of G 4000, west of D 110 & north of D 106.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.  Steindorff shows three shafts inside the mastaba and a fourth shaft outside against the sw corner.  Steindorff's D 109,3 = Junker's S 32.  Steindorff's D 109,4 = Junker's S 31.,,",NULL,NULL,"D 109,1; D 109,2; D 109,3; D 109,4,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
33,Western Cemetery,D 11,D         11                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, plan 2 after pl. 20.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G2. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

Steindorff, Georg, and Uvo Hölscher. Die Mastabas westlich der Cheopspyramide 1-2. Edited by Alfred Grimm. Münchner Ägyptologische Untersuchungen 2.  Frankfurt am Main: Peter Lang, 1991, pp. 20-21, pl. 3.
,,",NULL,"Mastaba is against south wall of D 11 A, east of D 12 and west of D 37.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 11,3; D 11,4; D 11,5; serdab; chapel,,",NULL,NULL,1,1,675,1,Mud-brick mastaba,NULL
34,Western Cemetery,D 11 A,D         11A                   ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, plan 2 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

Steindorff, Georg, and Uvo Hölscher. Die Mastabas westlich der Cheopspyramide 1-2. Edited by Alfred Grimm. Münchner Ägyptologische Untersuchungen 2.  Frankfurt am Main: Peter Lang, 1991, pp. 20-21, pl. 3.
,,",NULL,"Mastaba is against north side of D 11, east of D 9 and west of D 46.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 11 A,1; D 11 A,2,,",NULL,NULL,1,1,676,1,Mud-brick mastaba,NULL
35,Western Cemetery,D 110,D        110                    ,NULL,"Bolshakov, Andrey. ""Osiris in the Fourth Dynasty Again? The False Door of Jntj, MFA 31.781."" In Hedvig Györy, ed. Mélanges offerts à Edith Varga. Bulletin du Musée Hongrois des Beaux-Arts Supplément-2001, Budapest: Musée Hongrois des Beaux-Arts, 2001, p. 70.

Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 96-97, fig. 40, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 114, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, pp. 86-87, pl. 15.
,,",NULL,"Mastaba is north of G 4160, west of D 111 and east of D 109.  False-door of Washka Iri found in-situ by Junker in area of D 110 and D 111.,,",NULL,NULL,"D 110,1; D 110,2; D 110,Chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
36,Western Cemetery,D 111,D        111                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, plan 1 after pl. 20.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G34. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 87, pl. 15.
,,",NULL,"Mastaba is northeast of G 4160, east of D 110 and west of D 112.,,",NULL,NULL,"D 111,1; D 111,2; D 111,3; D 111,4; D 111,5; D 111,6; D 111,7; D 111,8; D 111,9; D 111,10; D 111,11; D 111,12; D 111,13; D 111,14,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
37,Western Cemetery,D 112,D        112                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 88, pl. 15.
,,",NULL,"Mastaba is north of G 4260, east of D 111 and west of D 113 & D 115.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 112,1; D 112,2; D 112,3; D 112,4; D 112,5; D 112,6; D 112,9; D 112,10; D 112,11; D 112,12,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
38,Western Cemetery,D 113,D        113                    ,NULL,"Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, pp. 88-89, pl. 15.,,",NULL,"Mastaba is northeast of G 4260 and northwest of G 4360, southeast of D 112 and west of D 114.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 113,1; D 113,2; D 113,3; D 113,4; D 113,5; D 113,6; D 113,7;D 113,Chapel,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
39,Western Cemetery,D 114,D        114                    ,NULL,"Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 89, pl. 15.,,",NULL,"Mastaba is north of G 4360, west of D 116, east of D 113 and south of D 115.  Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 114,1; D 114,2; D 114,3; D 114,4; D 114,5; D 114,6; D 114,7,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
40,Western Cemetery,D 115,D        115                    ,NULL,"Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 89, pl. 15.,,",NULL,"Mastaba north of G 4360, west of D 116, east of D 112 and north of D 114.  Mastaba is neither drawn nor labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 115,1; D 115,2; D 115,3; D 115,4; D 115,5; D 115,6; D 115,7; D 115,a; D 115,b,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
41,Western Cemetery,D 116,D        116                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 40-47, figs. 14-16, pl. 10 [b], plan 1.

Junker, Hermann. Gîza 12. Schlußband mit Zusammenfassungen und Gesamt-Verzeichnissen von Band 1-12. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 75, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1955, plan 3.  

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 114, plans 11, 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, p. 90, pl. 15.
,,",NULL,"Mastaba is northeast of G 4360, built against north wall of Nu, east of D 115 and west of D 117.  Mastaba is labeled ssmw (Seshemu) on Junker's Giza 9 plan 1 & on Junker's Giza 11 plan 3 instead of D 116.  Junker's shaft S 2163 is intrusive in front of the north niche and may be equivalent to Steindorff's shaft D 116, 10.,,",NULL,NULL,"D 116,1; D 116,2; D 116,3; D 116,4; D 116,5; D 116,6; D 116,7; D 116,8; D 116,9; D 116,10; D 116,11; D 116,12; D 116,13; D 116,14; D 116,15; S 2163 (= D 116, 10 ?),,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
42,Western Cemetery,D 117,D        117                    ,NULL,"García, Juan Carlos Moreno. ""A New Old Kingdom Inscription from Giza (CGC 57163), and the Problem of sn-Dt in Pharaonic Third Millennium Society."" Journal of Egyptian Archaeology 93 (2007), p. 122.

Junker, Hermann. The Offering Room of Prince Kaninisut. Vienna: Kunsthistorisches Museum, 1931, p. 16.

Junker, Hermann. Gîza 3. Die Mastabas der vorgeschrittenen V. Dynastie auf dem Westfriedhof. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1938, pp. 37-38 [22].

Kayser, Hans. Die Mastaba des Uhemka: Ein Grab in der Wüste. Hannover: Fackeltrager-Verlag Schmidt-Kunster GmbH., 1964, passim, unnumbered figs. (pp. 24-25, 32-33, 36-37), pls. 2-3, 7, 14-15, 17b, 20-24.

Manuelian, Peter Der. ""Eight Years at the Giza Archives Project: Past Experiences and Future Plans for the Giza Digital Archive."" Egyptian and Egyptological Documents, Archives, and Libraries, An Annual 1 (Milan, 2009), p. 151, note 6. 

Manuelian, Peter Der. ""Unfinished Business: The Giza Tablet of Tjenti (JE 72135)."" In Mamdouh Eldmaty and Mai Trad, eds. Egyptian Museum Collections Around the World: Studies for the Centennial of the Egyptian Museum, Cairo. Cairo: Supreme Council of Antiquities, 2002, p. 784, note 21.

Manuelian, Peter Der. ""Excavating the Old Kingdom.  The Giza Necropolis and Other Mastaba Fields."" In Egyptian Art in the Age of the Pyramids. New York: The Metropolitan Museum of Art, 1999, p. 152, note 8. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 114-115, plans 11, 14.

Roeder, Günther. Die Mastaba des Uhemka im Pelizaeus Museum zu Hildesheim. Vienna: Niedersächsisches Bild-archiv Wienhausen, 1927, passim.

Spaull, C.H.S. ""Review of 'Die Mastaba des Uhemka. Ein Grab in der Wüste'."" Journal of Egyptian Archaeology 53 (1967), p. 172. 

Spiekermann, Antje. ""Steindorff und Mastaba G 2005."" In Antje Spiekermann, ed. Zur Zierde gereicht. . . Festschrift Bettina Schmitz zum 60. Geburtstag am 24. Juli 2008, HIldesheimer Ägyptologische Beiträge 50. Hildesheim: Verlag Gebrüder Gerstenberg, p. 243. 

Steindorff, Georg, and Uvo Hoelscher. Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, pl. 16.
,,",NULL,"Mastaba is north of G 4460, east of D 116, and west of D 118.,,",NULL,NULL,"D 117,1; D 117,2; D 117,3; D 117,4; D 117,5; D 117,6; D 117,Chapel; 2 unlabeled shafts,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
43,Western Cemetery,D 118,D        118                    ,NULL,"Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kats. G35-G36. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 14.

G. Steindorff and U. Hoelscher, Die Mastabas westlich der Cheopspyramide, Muenchener Aegyptologische Untersuchungen 2 (Frankfurt am Main, 1991), edited by A. Grimm, pp. 90-91, pl. 16.
,,",NULL,"Mastaba is northeast of G 4460 and east of D 117. Mastaba is drawn but not labeled on Porter-Moss III plan XIV.,,",NULL,NULL,"D 118,1; D 118,2; D 118,3; D 118,4; D 118,5; D 118,Serdab; D 118,Chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
