ID,Title,Notes,BoilerText,DisplayDate,YearPublished,Format,Language,NumOfPages,Journal,Series
106,"Bulletin of the Museum of Fine Arts, Boston 36, No. 214 (April 1938), pp. 26–32, ""Note on Objects Assigned to the Museum by the Egyptian Government""",Note on Objects Assigned to the Museum by the Egyptian Government,"Reisner, George A. ""Note on Objects Assigned to the Museum by the Egyptian Government."" <I>Bulletin of the Museum of Fine Arts, Boston</I> 36, No. 214 (April 1938), pp. 26-32.",April 1938,1938,Bulletin,ENGLISH,7,"Bulletin of the Museum of Fine Arts, Boston",
107,"Journal of Egyptian Archaeology 23 (1937), p. 260, ""Note on Overbuilding and Intrusive Burials at Gizah""",Note on Overbuilding and Intrusive Burials at Gizah,"Reisner, George A. ""Note on Overbuilding and Intrusive Burials at Gizah."" <I>Journal of Egyptian Archaeology</I> 23 (1937), p. 260.",1937,1937,Journal Article,ENGLISH,1,Journal of Egyptian Archaeology,
109,"Cosmopolitan Magazine 53 (1912), pp. 4-13, ""Solving the Riddle of the Sphinx""",Solving the Riddle of the Sphinx,"Reisner, George A. ""Solving the Riddle of the Sphinx."" <I>Cosmopolitan Magazine </I>53 (1912), pp. 4-13.",1912,1912,Magazine,ENGLISH,10,Cosmopolitan Magazine,NULL
110,"Journal du Commerce et de la Marine (1939), pp. 18–23, ""The American Archaeological Expeditions in Egypt and the Near East""",The American Archaeological Expeditions in Egypt and the Near East,"Reisner, George A. ""The American Archaeological Expeditions in Egypt and the Near East."" <I>Journal du Commerce et de la Marine </I>(1939), pp. 18-23.",1939,1939,Journal Article,ENGLISH,6,Journal du Commerce et de la Marine,
111,"Bulletin of the Museum of Fine Arts, Boston 30, no. 180 (August 1932), pp. 56-60, ""The Bed Canopy of the Mother of Cheops""",The Bed Canopy of the Mother of Cheops,"Reisner, George A. ""The Bed Canopy of the Mother of Cheops."" <I>Bulletin of the Museum of Fine Arts, Boston</I> 30, no. 180 (August 1932), pp. 56-60.",August 1932,1932,Bulletin,ENGLISH,5,"Bulletin of the Museum of Fine Arts, Boston",
112,"Bulletin of the Museum of Fine Arts, Boston 37, No. 222 (August 1939), pp. 64, ""Hanford Lyman Story""",Hanford Lyman Story,"Sanborn, Ashton. ""Hanford Lyman Story."" <I>Bulletin of the Museum of Fine Arts, Boston </I>37, No. 222 (August 1939), p. 64.",August 1939,1939,Bulletin,ENGLISH,1,"Bulletin of the Museum of Fine Arts, Boston",
113,"Bulletin of the Museum of Fine Arts, Boston 23, No. 140 (December 1925), pp. 72-73, ""New Installation of Egyptian Sculpture""",New Installation of Egyptian Sculpture,"Sanborn, Ashton. ""New Installation of Egyptian Sculpture."" <I>Bulletin of the Museum of Fine Arts, Boston </I>23, No. 140 (December 1925), pp. 72-73.",December 1925,1925,Bulletin,ENGLISH,2,"Bulletin of the Museum of Fine Arts, Boston",NULL
114,"Science Conspectus 2, No. 3 (February 1912), pp. 71-78, ""The Dawn of Civilization in Egypt: Tracing the Culture of the Egyptians nearly to the Stone Age--Mummies Not of Ancient Origin--The Secret of the Sphinx Revealed""",The Dawn of Civilization in Egypt: Tracing the Culture of the Egyptians nearly to the Stone Age--Mummies Not of Ancient Origin--The Secret of the Sphinx Revealed,"Unsigned. ""The Dawn of Civilization in Egypt: Tracing the Culture of the Egyptians nearly to the Stone Age--Mummies Not of Ancient Origin--The Secret of the Sphinx Revealed."" <I>Science Conspectus </I>2, No. 3 (February 1912), pp. 71-78.",February 1912,1912,Journal Article,ENGLISH,8,Science Conspectus,
115,"The Independent 114, No. 3903 (March 21, 1925), pp. 318-324, ""The Dead Hand in Egypt""",The Dead Hand in Egypt,"Reisner, George A. ""The Dead Hand in Egypt."" <I>The Independent </I>114, No. 3903 (March 21, 1925), pp. 318-324.","March 21, 1925",1925,Newspaper Article,ENGLISH,7,The Independent,
116,"Bulletin of the Museum of Fine Arts, Boston 34, No. 206 (December 1936), pp. 96-99, ""The Dog Which was Honored by the King of Upper and Lower Egypt""",The Dog Which was Honored by the King of Upper and Lower Egypt,"Reisner, George A. ""The Dog Which was Honored by the King of Upper and Lower Egypt."" <I>Bulletin of the Museum of Fine Arts, Boston</I> 34, No. 206 (December 1936), pp. 96-99.",December 1936,1936,Bulletin,ENGLISH,4,"Bulletin of the Museum of Fine Arts, Boston",
117,"Bulletin of the Museum of Fine Arts, Boston 26, No. 157 (October 1928), pp. 76-88, ""The Empty Sarcophagus of the Mother of Cheops""",The Empty Sarcophagus of the Mother of Cheops,"Reisner, George A. ""The Empty Sarcophagus of the Mother of Cheops."" <I>B</I><I>ulletin of the Museum of Fine Arts, Boston </I>26, No. 157 (October 1928), pp. 76-88.",October 1928,1928,Bulletin,ENGLISH,13,"Bulletin of the Museum of Fine Arts, Boston",
118,"Harvard Alumni Bulletin 24, No. 37 (June 22, 1922), pp. 943-949, ""The Harvard–Boston Egyptian Expedition""",The Harvard–Boston Egyptian Expedition,"Reisner, George A. ""The Harvard-Boston Egyptian Expedition."" <I>Harvard Alumni Bulletin </I>24, No. 37 (June 22, 1922), pp. 943-949.","June 22, 1922",1922,Bulletin,ENGLISH,7,Harvard Alumni Bulletin,
120,"Mélanges Maspero 1, pp. 579-584, ""The History of the Egyptian Mastaba""",The History of the Egyptian Mastaba,"Reisner, George A. ""The History of the Egyptian Mastaba."" In <I>Mélanges Maspero</I> 1. Mémoires de l'Institut français d'archéologie orientale du Caire 66. Cairo: Imprimerie de l'Institut Français d'Archéologie Orientale, 1934, pp. 579-584.<BR>",1934,1934,Article,ENGLISH,6,NULL,Mémoires de l’Institut français d’archéologie orientale du Caire
121,"Bulletin of the Museum of Fine Arts, Boston 27, No. 164 (December 1929), pp. 83-90, ""The Household Furniture of Queen Hetep-heres I""",The Household Furniture of Queen Hetep-heres I,"Reisner, George A. ""The Household Furniture of Queen Hetep-heres I."" <I>Bulletin of the Museum of Fine Arts, Boston</I> 27, No. 164 (December 1929), pp. 83-90.",December 1929,1929,Bulletin,ENGLISH,8,"Bulletin of the Museum of Fine Arts, Boston",
122,"The Independent 114, No. 3906 (April 11, 1925), pp. 400-404, ""The Masterpiece of a Demigod""",The Masterpiece of a Demigod,"Reisner, George A. ""The Masterpiece of a Demigod: The Story of the Recent Amazing Discovery of the First Stone Building in the World."" <I>The Independent </I>114, No. 3906 (April 11, 1925), pp. 400-404.","April 11, 1925",1925,Newspaper Article,ENGLISH,5,The Independent,NULL
123,"Studies Presented to F.Ll. Griffith Egypt , pp. 324-331, ""The Position of Early Grave Stelae""",The Position of Early Grave Stelae,"Reisner, George A. ""The Position of Early Grave Stelae."" In <I>Studies Presented to F.Ll. Griffith Egypt. </I>London: Egypt Exploration Society, 1932, pp. 324-331.",1932,1932,Article,ENGLISH,8,NULL,NULL
124,"Bulletin of the Museum of Fine Arts, Boston 32, No. 189 (February 1934), pp. 1-12, ""The Servants of the Ka""",The Servants of the Ka,"Reisner, George A. ""The Servants of the Ka."" <I>Bulletin of the Museum of Fine Arts, Boston </I>32, No. 189 (February 1934), pp. 1-12.",February 1934,1934,Bulletin,ENGLISH,12,"Bulletin of the Museum of Fine Arts, Boston",
125,"The Rotarian 49, No. 1 (July 1936), pp. 20-23, ""The Sphinx Awakens-Again""",The Sphinx Awakens-Again,"Reisner, George A. ""The Sphinx Awakens-Again."" <I>The Rotarian </I>49, No. 1 (July 1936), pp. 20-23.",July 1936,1936,Magazine,ENGLISH,4,The Rotarian,NULL
126,"Bulletin of the Museum of Fine Arts, Boston 25, No. 151 (October 1927), pp. 63-79, ""The Tomb of Meresankh, a Great-Granddaughter of Queen Hetep-Heres and Sneferuw""","The Tomb of Meresankh, a Great-Granddaughter of Queen Hetep-Heres and Sneferuw","Reisner, George A. ""The Tomb of Meresankh, a Great-Granddaughter of Queen Hetep-Heres and Sneferuw."" <I>Bulletin of the Museum of Fine Arts, Boston </I>25, No. 151 (October 1927), pp. 63-79.",October 1927,1927,Bulletin,ENGLISH,16,"Bulletin of the Museum of Fine Arts, Boston",
127,"Records of the Past 4, Part 5 (May 1905), pp. 130–141., ""The Work of the Hearst Egyptian Expedition of the University of California in 1903–04""",The Work of the Hearst Egyptian Expedition of the University of California in 1903–04,"Reisner, George A. ""The Work of the Hearst Egyptian Expedition of the University of California in 1903-04."" <I>Records of the Past </I>4, Part 5 (May 1905), pp. 130141.",May 1905,1905,Journal Article,ENGLISH,12,NULL,Records of the Past
128,A History of the Giza Necropolis 1,A History of the Giza Necropolis 1,"Reisner, George A. <I>A History of the Giza Necropolis</I> 1. Cambridge, MA: Harvard University Press, 1942.",1942,1942,Book,ENGLISH,NULL,NULL,NULL
129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""",Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13,"Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1914,1914,Journal Article,ENGLISH,26,Annales du Service des Antiquités de l'Égypte,
130,Mycerinus: The Temples of the Third Pyramid at Giza (1931),Mycerinus: The Temples of the Third Pyramid at Giza,"Reisner, George A. <I>Mycerinus: The Temples of the Third Pyramid at Giza</I>. Cambridge, MA: Harvard University Press, 1931.", 1931,1931,Book,ENGLISH,NULL,NULL,NULL
131,The Tomb of Hetep-Heres the Mother of Cheops,The Tomb of Hetep-Heres the Mother of Cheops,"Reisner, George A., and William Stevenson Smith. <I>The Tomb of Hetep-Heres the Mother of Cheops</I>: <I>A Study of Egyptian Civilization in the Old Kingdom</I>. A History of the Giza Necropolis 2. Cambridge, MA: Harvard University Press, 1955.<I></I>",1955,1955,Book,ENGLISH,NULL,NULL,A History of the Giza Necropolis
132,"The Independent (February 10, 1910), pp. 302-306, ""Recent Explorations in Egypt""",Recent Explorations in Egypt,"Reisner, George A. ""Recent Explorations in Egypt."" <I>The Independent </I>(February 10, 1910), pp. 302-306.","February 10, 1910",1910,Newspaper Article,ENGLISH,5,The Independent,
134,"Bulletin of the Museum of Fine Arts, Boston 68, No. 354 (1970), pp. 244-259, ""A Note on Ancient Fashions""",A Note on Ancient Fashions,"Riefstahl, Elizabeth. ""A Note on Ancient Fashions."" <I>Bulletin of the Museum of Fine Arts, Boston </I>68, No. 354 (1970), pp. 244-259.",1970,1970,Bulletin,ENGLISH,16,"Bulletin of the Museum of Fine Arts, Boston",
135,"Journal of the American Research Center in Egypt 39 (2002), pp. 103-121, ""The Meaning of Menial Labor: 'Servant Statues' in Old Kingdom Serdabs""",The Meaning of Menial Labor: Servant Statues in Old Kingdom Serdabs,"Roth, Ann Macy. ""The Meaning of Menial Labor: 'Servant Statues' in Old Kingdom Serdabs."" <I>Journal of the American Research Center in Egypt </I>39 (2002), pp. 103-121.",2002,2002,Journal Article,ENGLISH,19,Journal of the American Research Center in Egypt,
136,A Cemetery of Palace Attendants,A Cemetery of Palace Attendants,"Roth, Ann Macy. <I>A Cemetery of Palace Attendants</I>. Giza Mastabas 6. Boston: Museum of Fine Arts, 1995.",1995,1995,Book,ENGLISH,,NULL,Giza Mastabas
137,"Bulletin of the Museum of Fine Arts, Boston 20, No. 11 (April 1922), pp. 25–27, ""Recent Acquisitions from Egypt. New Installation of the Primitive and Old Empire Rooms""",Recent Acquisitions from Egypt. New Installation of the Primitive and Old Empire Rooms,"Sanborn, Ashton. ""Recent Acquisitions from Egypt. New Installation of the Primitive and Old Empire Rooms."" <I>Bulletin of the Museum of Fine Arts, Boston </I>20, No. 11 (April 1922), pp. 25-27.",April 1922,1922,Bulletin,ENGLISH,3,"Bulletin of the Museum of Fine Arts, Boston",
138,Urkunden des Alten Reichs. Erster Band,Urkunden des Alten Reichs. Erster Band,"Sethe, Kurt. <I>Urkunden des Alten Reichs. Erster Band</I>. Urkunden des Ägyptischen Altertums Abteilung 1, Hft. 1-4. Leipzig: J.C. Hinrichs'sche Buchhandlung, 1903/1933.",1933,1933,Book,GERMAN,NULL,NULL,Urkunden des Ägyptischen Altertums Abteilung
139,Mastabas of the Western Cemetery: Part 1,Mastabas of the Western Cemetery: Part 1,"Simpson, William Kelly. <I>Mastabas of the Western Cemetery, Part 1</I>: <I>Sekhemka (G 1029); Tjetu I (G 2001); Iasen (G 2196); Penmeru (G 2197); Hagy, Nefertjentet, and Herunefer (G 2352/53); Djaty, Tjetu II, and Nimesti (G 2337X, 2343, 2366)</I>. Giza Mastabas 4. Boston: Museum of Fine Arts, 1980.",1980,1980,Book,ENGLISH,NULL,NULL,Giza Mastabas
140,"The Mastabas of Kawab, Khafkhufu I and II","The Mastabas of Kawab, Khafkhufu I and II","Simpson, William Kelly. <I>The Mastabas of Kawab, Khafkhufu I and II</I>. Giza Mastabas 3. Boston: Museum of Fine Arts, 1978.",1978,1978,Book,ENGLISH,NULL,NULL,Giza Mastabas
141,The Mastabas of Qar and Idu,The Mastabas of Qar and Idu,"Simpson, William Kelly. <I>The Mastabas of Qar and Idu, G 7101 and 7102.</I> Giza Mastabas 2. Boston: Museum of Fine Arts, 1976.",1976,1976,Book,ENGLISH,NULL,NULL,Giza Mastabas
142,"Bulletin of the Museum of Fine Arts, Boston 53, No. 293 (Summer 1955), p. 68, ""The Tomb of Hetep-heres, The Mother of Cheops""","The Tomb of Hetep-heres, The Mother of Cheops","Smith, William Stevenson, and George A. Reisner.""<I>The Tomb of Hetep-heres, The Mother of Cheops</I> [publication notice]"" <I>Bulletin of the Museum of Fine Arts, Boston </I>53, No. 293 (Summer 1955), p. 68.",Summer 1955,1955,Bulletin,ENGLISH,1,"Bulletin of the Museum of Fine Arts, Boston",
143,"Bulletin of the Museum of Fine Arts, Boston 53, No. 294 (Winter 1955), pp. 80-81, ""A Late Reflection of an Old Kingdom Relief""",A Late Reflection of an Old Kingdom Relief,"Smith, William Stevenson. ""A Late Reflection of an Old Kingdom Relief."" <I>Bulletin of the Museum of Fine Arts, Boston </I>53, No. 294 (Winter 1955), pp. 80-81.",Winter 1955,1955,Bulletin,ENGLISH,2,"Bulletin of the Museum of Fine Arts, Boston",
144,"Archaeology 2 (1949), pp. 194–195, ""Harvard Camp, The Earliest American Archaeological Center in Egypt""","Harvard Camp, The Earliest American Archaeological Center in Egypt","Smith, William Stevenson. ""Harvard Camp, The Earliest American Archaeological Center in Egypt."" <I>Archaeology</I> 2 (1949), pp. 194-195.",1949,1949,Magazine,ENGLISH,2,Archaeology,
145,"Bulletin of the Museum of Fine Arts, Boston 56, No. 304 (Summer 1958), p. 63, ""The Art and Architecture of Ancient Egypt""",The Art and Architecture of Ancient Egypt [publication notice],"Smith, William Stevenson. ""The Art and Architecture of Ancient Egypt [publication notice]."" <I>Bulletin of the Museum of Fine Arts</I>, Boston 56, No. 304 (Summer 1958), p. 63.",Summer 1958,1958,Bulletin,ENGLISH,1,"Bulletin of the Museum of Fine Arts, Boston",
146,"Bulletin of the Museum of Fine Arts, Boston 56, No. 304 (Summer 1958), pp. 56–63, ""The Judge Goes Fishing""",The Judge Goes Fishing,"Smith, William Stevenson. ""The Judge Goes Fishing."" <I>Bulletin of the Museum of Fine Arts, Boston </I>56, No. 304 (Summer 1958), pp. 56-63.",Summer 1958,1958,Bulletin,ENGLISH,8,"Bulletin of the Museum of Fine Arts, Boston",
147,"Bulletin of the Museum of Fine Arts, Boston 51, No. 284 (June 1953), pp. 23-30, ""The Tomb of Hetep-heres I""",The Tomb of Hetep-heres I,"Smith, William Stevenson. ""The Tomb of Hetep-heres I"" <I>Bulletin of the Museum of Fine Arts, Boston</I> 51, No. 284 (June 1953), pp. 23-30.",June 1953,1953,Bulletin,ENGLISH,8,"Bulletin of the Museum of Fine Arts, Boston",
148,"Wiener Zeitschrift für die Kunde des Morgenlandes 54 (1957), pp. 186-190, ""Fragments of a Statuette of Chephren""",Fragments of a Statuette of Chephren,"Smith, William Stevenson. ""Fragments of a Statuette of Chephren."" <I>Wiener Zeitschrift für die Kunde des Morgenlandes </I>54 (1957), pp. 186-190.",1957,1957,Journal Article,ENGLISH,5,Wiener Zeitschrift für die Kunde des Morgenlandes,
149,"Journal of Near Eastern Studies 11 (1952), pp. 113-28, ""Inscriptional Evidence for the History of the Fourth Dynasty""",Inscriptional Evidence for the History of the Fourth Dynasty,"Smith, William Stevenson. ""Inscriptional Evidence for the History of the Fourth Dynasty."" <I>Journal of Near Eastern Studies </I>11 (1952), pp. 113-128.",1952,1952,Journal Article,ENGLISH,16,Journal of Near Eastern Studies,
150,"American Journal of Archaeology 44 (1940), pp. 145–149, ""News Items from Egypt. The Season of 1938 to 1939 in Egypt.""",News Items from Egypt. The Season of 1938 to 1939 in Egypt,"Smith, William Stevenson. ""News Items from Egypt. The Season of 1938 to 1939 in Egypt."" <I>American Journal of Archaeology</I> 44 (1940), pp. 145-149.",1940,1940,Journal Article,ENGLISH,5,American Journal of Archaeology,
151,"American Journal of Archaeology 45 (1941), pp. 514–28., ""Old Kingdom Sculpture""",Old Kingdom Sculpture,"Smith, William Stevenson. ""Old Kingdom Sculpture."" <I>American Journal of Archaeology</I> 45 (1941), pp. 514-528.",1941,1941,Magazine,ENGLISH,15,American Journal of Archaeology,
152,"Journal of Egyptian Archaeology 19 (1933), pp. 150-159, ""The Coffin of Prince Min-Khaf""",The Coffin of Prince Min-Khaf,"Smith, William Stevenson. ""The Coffin of Prince Min-Khaf.""<I>Journal of Egyptian Archaeology </I>19 (1933), pp. 150-159.",1933,1933,Journal Article,ENGLISH,14,Journal of Egyptian Archaeology,
153,"Zeitschrift für Ägyptische Sprache und Altertumskunde 71 (1935), pp. 134-49, ""The Old Kingdom Linen List""",The Old Kingdom Linen List,"Smith, William Stevenson. ""The Old Kingdom Linen List."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde </I>71 (1935), pp. 134-149.",1935wrong link,1935,Journal Article,ENGLISH,16,Zeitschrift für Ägyptische Sprache und Altertumskunde,
154,"American Journal of Archaeology 46 (1942), pp. 509–531, ""The Origin of Some Unidentified Old Kingdom Reliefs""",The Origin of Some Unidentified Old Kingdom Reliefs,"Smith, William Stevenson. ""The Origin of Some Unidentified Old Kingdom Reliefs."" <I>American Journal of Archaeology</I> 46 (1942), pp. 509-531.",1942,1942,Journal Article,ENGLISH,23,American Journal of Archaeology,
155,"Archaeology 16 (March 1963), pp. 2–13 and cover, ""The Stela of Prince Wepemnofret""",The Stela of Prince Wepemnofret,"Smith, William Stevenson. ""The Stela of Prince Wepemnofret."" <I>Archaeology </I>16 (March 1963), pp. 2-13.",March 1963,1963,Magazine,ENGLISH,13,Archaeology,
