ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
35,1730,3,Individual - Ancient,Nefer (G 2110),NULL,"Owner of G 2110. Appears in chapel relief (south, west, and east walls; not all instances with inscription preserved), identifed as [(sAb) nxt-xrw HqA Hwt jmj-r sSw Xrt-a nswt Hrj-sStA nswt m swt nb sS pr-aA] strong-of-voice (of the judiciary), chief of the estate, overseer of scribes of the portfolios of the king, secretary of the king in all places, scribe of the Great House; in situ in G 2110. Displaced fragments of relief (three unregistered fragments + 36-12-2 = MFA 31.780), upper part of standing figures of Nefer and Wenankhes; originally from G 2110, south wall of chapel (lower part of figures still in situ). Displaced blocks of relief from south door jamb (Louvre B 51) and north door jamb (MFA 07.1002) inscribed for Nefer, identifed as [jmj-r Xkrw nswt nb xrp aprw nfrw jmj-r stj DfAw jmj-r pr-aHAw wr mDw Sma rx nswt jmj-r prwj-HD] overseer of all royal ornaments, director of crews of recruits, overseer of the two places of provisions, overseer of the house of weapons, great one of the tens of Upper Egypt, royal acquaintance, overseer of the two treasuries; originally from G 2110, chapel entrance. Displaced false door tablet with crossbar = lower lintel (Museo Barracco 1) inscribed for Nefer, identified as [jmj-r sSw aprw jmj-r pr-HD] overseer of scribes of the crews, overseer of the treasury; originally from G 2110, west wall of chapel. Limestone drum lintel (UPM_E13531) inscribed for Nefer, identified as [jmj-r sSw aprw xrp aprw nfrw sS a nswt jmj-r pr-HD] overseer of scribes of the crews, director of crews of recruits, royal document scribe, overseer of the treasury; found reused in G 3015, originally from G 2110, chapel entrance. Limestone reserve head (MFA 06.1886) attributed to Nefer; found in G 2110 A.",Nefer,https://nrs.harvard.edu,urn-3:FHCL:40682183?width=170&height=170,471647573
35,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
35,2886,1,Author,Jan Assmann,NULL,NULL,"Assmann, Jan",NULL,NULL,NULL
35,2941,2,Publisher,"Department of Ancient Egyptian, Nubian, and Near Eastern Art, Museum of Fine Arts, Boston",NULL,NULL,"Department of Ancient Egyptian, Nubian, and Near Eastern Art",NULL,NULL,NULL
37,464,1,Individual - Modern,Georg Steindorff,"German, 1861–1951","Egyptologist and Copticist.  Nationality and life dates from Who was Who in Egyptology.  (1861-1951)  German Egyptologist and Copticist; he was born in Dessau, 12 Nov. 1861, son of Ludwig S. and Helen S.; he was educated at the Universities of Berlin and Gottingen, and was Erman's (q.v.) first student; Ph.D. Gott., 1884; afterwards appointed assistant in Berlin Museum, 1885-93; Professor of Egyptology at Leipzig, 1893 until 1938, where he founded the Egyptian Institute and filled it with objects from his excavations in Egypt and Nubia; Steindorff made a special study of Coptic and was with Crum (q.v.) the leading authority in the world during his lifetime; he was also interested in art and published books and articles on this subject as well as on Egyptian religion; he explored the Libyan Desert, 1899-1900; excavated at Giza, 1909-1 1, and in Nubia, 1912- 14 and 1930-1; he edited the ZAS for 40 years and contributed many articles to it; his studies in Coptic were of the utmost importance and his Coptic Grammar still remains a standard work of reference and perhaps the most popular ever written in this field; in philology as a whole he was in the first rank and established the rules which are gener- ally accepted for the vocalization of Egyptian; in 1939 he was forced to emigrate to America when the Nazis were in power in Germany, and started another career there at the age of nearly eighty; he continued his studies in the museums of New York, Boston, and Baltimore and the Oriental Institute of Chicago; Hon. MemberofAmerican Oriental Soc.; at Baltimore he compiled a 12-vol. MSS Catalogue of Egyptian antiquities in the Walters Art Gallery, which formed the basis for a later pub. work; both his 70th and 80th birthdays were the subject of tributes, see below; his published works are very numerous and his bibl. lists about 250 books, articles, and reviews, the first of which appeared in 1883, the last in the year of his death nearly 70 years later; Sassanidische Siegelsteine, with P. Horn, 1891; Koptische Grammatik mit Chrestomathie, Worterverzeichnis und Literatur, 1894, rev. ed. 1904; Grabfunde des Mittleren Reiches in den Koniglichen Museen zu Berlin. I. Das Grab des Mentuhotep, 1896; Die Apokalypse des Elias, eine unbekannte Apokalypse und Bruchstücke der Sophonias-Apokalypse. Koptische Text, Ubersetzung, Glossar, 1899; Die Blütezeit des Pharaonenreiches, 1900, rev. ed. 1926; Grabfunde des Mitt, Reiches in den Koniglichen Mus, zu Berlin, II. Der Sarg des Sebk-o. Ein Grabfund aus Gebelên, 1901; Durch die Libysche Wüste zur Amonoase, 1904; The Religion of the Ancient Egyptians, 1905; Koptische Rechtsurkunden des Achten Jahrhunderts aus Djëme, Theben, with W. E. Crum, 1912; Das Grab des Ti. Veroffentlichungen der Ernst von Sieglin Expedition in Agypten, vol. 2, 1913; Aegyten in Vergangenheit und Gegenwart, 1915; Kurzer Abriss der Koptischen Grammatik mit Lesestücken und W?rterveyzeichnis, 1921;Die Kunst derAegypter. Bauten,Plaslik, Kunstgewerbe, 1928; Aniba, 1. Band with R. Heidenreich, F. Kretschmar, A. Langsdorff, and W. Wolf, 11. Band with M. Marcks, H. Schleif, and W. Wolf, 1935-7; Die Thebanische Graberwelt, with W. Wolf, 1936; When Egypt Ruled the East, with K. C. Seele, 1942; Egypt, text of Hoyningen-Huene, 1943; Catalogue of the Egyptian Sculpture in the Walters Art Gallery, 1946; Lehrbuch der Koptischen Grammatik, 1951; while in America he also wrote a Coptic-Egyptian Etymological Dictionary; The Origin of the Coptic Language and Literature: Prolegomena to the Coptic Grammar; The Proverbs of Solomon in Akhmimic Coptic according to a Papyrus in the State Library in Berlin, with a Coptic-Greek Glossary compiled by Carl Schmidt, he also edited many editions of Baedeker's Egypt, making it a standard work for all travellers and the best general guide available; he died in Hollywood, California, 28 Aug. 1951.  AEB 28, 29; Bulletin Issued by. the Egyptian Educ. Bureau, London, n(. 58, Sept. 1951. 25 (anon);Chron. D'Eg.27 (I952), 391;JA0S 61 (1941), 288-9, Eightieth Anniversary. of Prof.Steindorff,J.H Breasted Jnr.;66.(1946), 76-87, The Writings of Georg Steindroff , J.H.Breasted Jnr.; 67 (1947) , 141-2,326-7; JEA 38 (1952), 2; Kürschner Corr .; The Times , 30 Aug. 1951; ZAS67 (1931), 1, Seventieth Birthday Tribute; ZAS79 (1954) , V-VI (portr.)(S.Morenz); E. Blumenthal,Altes ?gypten in Leipzig, 1918, 15-31  .","Steindorff, Georg",https://nrs.harvard.edu,urn-3:FHCL:38639532?width=170&height=170,462609175
37,469,1,Individual - Modern,Ernesto Schiaparelli,"Italian, 1856–1928",Turin University; Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Schiaparelli, Ernesto",NULL,NULL,NULL
37,470,1,Individual - Modern,François Auguste Ferdinand Mariette,"French, 1821–1881",Pasha; Egyptologist; Professor; Archaeologist of Sphinx Temple.  Nationality and life dates from Who was Who in Egyptology.,"Mariette, François Auguste Ferdinand",NULL,NULL,NULL
37,756,3,Individual - Ancient,Khafre,NULL,"Fourth king of Dynasty 4. Son of Khufu. Builder of the Second Pyramid at Giza and probably of the Great Sphinx as well. Known two thousand years later by the Greeks as King Khephren.  A number of diorite and greywacke statues and statue fragments depicting the king have been discovered in Khafre's valley temple, including Cairo CG 9-17. The fragmentary head of an alabaster royal statue (MFA 21.351 + MFA 33.1113) is attributed to Khafre.",Khafre,https://nrs.harvard.edu,urn-3:FHCL:40666428?width=170&height=170,471613399
37,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
37,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
37,2819,3,Individual - Ancient,Shepseskaf,NULL,Last king of Dynasty 4. Son of Menkaure. Horus name: [SpsXt] Shepseskhet.,Shepseskaf,NULL,NULL,NULL
47,1631,1,Author,Oric Bates,NULL,NULL,"Bates, Oric",https://nrs.harvard.edu,urn-3:FHCL:37792537?width=170&height=170,459780154
47,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
48,640,3,Individual - Ancient,Imsetka (G 4351),NULL,"Owner of G 4351. Architectural elements (chapel entrance lintel and door jambs) and false door (Leipzig 3136) inscribed for Imsetka, identified as [sAb aD-mr pr-aA jmj-r prwy-aHAw wab nswt Hm-nTr xwfw] judge and administrator of the Great House, overseer of the two Houses of Weapons, royal wab-priest, priest of Khufu; found in G 4351. Standing pair statue (Cairo JE 43960) inscribed for Imsetka and Khuitbauinu; Imsetka identified as [jmj-r st xntj-S pr-aA] overseer of the department of palace attendants of the Great House; found in situ in G 4351 serdab.",Imsetka,https://nrs.harvard.edu,urn-3:FHCL:41113141?width=170&height=170,474951006
48,1003,3,Individual - Ancient,Akhmerutnisut (G 2184),NULL,"Owner of G 2184. Limestone seated statue (MFA 12.1482) inscribed for Akhmerutnisut, identified as [rx nswt smr jmj-r st n xntjw-S n pr-aA] royal acquaintance, companion, overseer of the department of palace attendants of the Great House; found in situ in G 2184 inner room of chapel. North and south false doors and architrave in west wall of interior chapel inscribed for Akhmerutnisut; in situ in G 2184 (interior chapel previously blocked by later phases of construction). False door in niche (blocking entrance to interior chapel) in west wall of inner room of chapel inscribed for Akhmerutnisut; found in situ in G 2184. Also appears on painted block (MFA 13.6040) from this false door; found displaced. South false door in west wall of outer room of chapel inscribed for Akhmerutnisut; west and south walls (MFA 13.4352) found in situ in G 2184. Architectural elements (drum lintel and jambs of entrance to inner room of chapel) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA wab nswt] overseer of the department of palace attendants of the Great House, overseer of the royal authorizations of the Great House, royal wab-priest; also appears in chapel relief (east door jamb of entrance to inner room of chapel, west wall of outer room of chapel, identifying inscriptions not preserved in all cases); west and south walls of outer room of chapel (MFA 13.4352) found in situ in G 2184. Fragments of displaced door frame (MFA 47.1886 + MFA 47.1887 + MFA 47.1888 + MFA 47.1889 + MFA 47.1890 + MFA 47.1891 + MFA 47.1892 + MFA 47.1893 + MFA 47.1894) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA] overseer of the department of palace attendants of the Great House, overseer of the royal authorizations of the Great House. Fragment of displaced lintel (MFA 47.1895) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA nb jmAx xr nb=f wab nswt rx nswt] overseer of the department of palace attendants of the Great House, overseer of royal authorizations of the Great House, possessor of reverence before his lord, royal wab-priest, royal acquaintance.   Limestone offering basin (36-10-4) made from lintel inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA] overseer of the department of palace attendants of the Great House; found reused in G 2421 X. Roth (Mummies & Magic, p. 87) suggests: ""If this lintel was not taken from the tomb of the elder [Akhmerutnisut] (there is no obvious place in that tomb to restore it), it may have been taken from a lost chapel built by his son.""",Akhmerutnisut,https://nrs.harvard.edu,urn-3:FHCL:37863405?width=170&height=170,460120738
48,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
48,2893,1,Author,Bernard V. Bothmer,NULL,NULL,"Bothmer, Bernard V.",NULL,NULL,NULL
49,230,3,Individual - Ancient,Menkaure,NULL,Fifth king of Dynasty 4. Son of Khafre. Husband of Khamerernebti II. Builder of the Third Pyramid at Giza. Known two thousand years later by the Greeks as King Mycerinus.,Menkaure,https://nrs.harvard.edu,urn-3:FHCL:40666440?width=170&height=170,471613417
49,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
49,2893,1,Author,Bernard V. Bothmer,NULL,NULL,"Bothmer, Bernard V.",NULL,NULL,NULL
50,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
50,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
50,2894,1,Author,Edward Brovarski,NULL,Egyptologist and co-director of the Cairo University-Brown University Excavations (CBE) in the Abu Bakr Cemetery.,"Brovarski, Edward",NULL,NULL,NULL
51,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
51,217,3,Individual - Ancient,Djedefre,NULL,Third king of Dynasty 4. Son (?) of Khufu.,Djedefre,NULL,NULL,NULL
51,230,3,Individual - Ancient,Menkaure,NULL,Fifth king of Dynasty 4. Son of Khafre. Husband of Khamerernebti II. Builder of the Third Pyramid at Giza. Known two thousand years later by the Greeks as King Mycerinus.,Menkaure,https://nrs.harvard.edu,urn-3:FHCL:40666440?width=170&height=170,471613417
51,756,3,Individual - Ancient,Khafre,NULL,"Fourth king of Dynasty 4. Son of Khufu. Builder of the Second Pyramid at Giza and probably of the Great Sphinx as well. Known two thousand years later by the Greeks as King Khephren.  A number of diorite and greywacke statues and statue fragments depicting the king have been discovered in Khafre's valley temple, including Cairo CG 9-17. The fragmentary head of an alabaster royal statue (MFA 21.351 + MFA 33.1113) is attributed to Khafre.",Khafre,https://nrs.harvard.edu,urn-3:FHCL:40666428?width=170&height=170,471613399
51,2819,3,Individual - Ancient,Shepseskaf,NULL,Last king of Dynasty 4. Son of Menkaure. Horus name: [SpsXt] Shepseskhet.,Shepseskaf,NULL,NULL,NULL
51,2897,1,Author,Andrzej Cwiek,NULL,NULL,"Cwiek, Andrzej",NULL,NULL,NULL
51,3431,2,Publisher,"Institute of Archaeology, Faculty of History, Warsaw University",NULL,NULL,"Institute of Archaeology, Faculty of History, Warsaw University",NULL,NULL,NULL
52,79,3,Individual - Ancient,Hetepheres II (G 7110-7120),NULL,"Original owner of G 7110, along with Kawab (owner of G 7120). Appears with her daughter Meresankh III in G 7530-7540 (east and west walls, main room), and in pair statue MFA 30.1456 (= 27-4-963 + 27-4-964 + 27-4-965). Later married to a king, possibly Djedefre (Radjedef) according to Reisner, but Khafre is also a possibility. Her association with G 7350, and its sarcophagus is uncertain.  Also mentioned in tomb of her steward Khemetnu (owner of G 5210). ",Hetepheres II,https://nrs.harvard.edu,urn-3:FHCL:40683594?width=170&height=170,471648629
